st;en;duration;height;Rmax;Rmax10;st;en;duration;height;Rmax;Rmax10;st;en;duration;height;Rmax;Rmax10;st;en;duration;height;Rmax;Rmax10
2013-12-01 09:02:00;2013-12-01 09:05:00;3;0;2;0,2;2013-12-01 09:02:00;2013-12-01 09:05:00;3;0,1;5,9;0,6;NA;NA;0;0;0;0;NA;NA;0;0;0;0
2013-12-01 21:04:00;2013-12-01 22:23:00;79;0,1;2,1;0,4;2013-12-01 21:32:00;2013-12-01 22:18:00;46;0,2;5,9;0,6;2013-12-01 21:04:00;2013-12-01 22:23:00;79;0,2;6,4;0,6;NA;NA;0;0;0;0
2013-12-02 09:44:00;2013-12-02 09:47:00;3;0;2;0,2;NA;NA;0;0;0;0;NA;NA;0;0;0;0;2013-12-02 09:44:00;2013-12-02 09:47:00;3;0,1;6,1;0,6
2013-12-03 10:17:00;2013-12-03 10:36:00;19;0,1;2,1;0,4;2013-12-03 10:17:00;2013-12-03 10:20:00;3;0,1;5,9;0,6;2013-12-03 10:25:00;2013-12-03 10:28:00;3;0,1;6,4;0,6;2013-12-03 10:33:00;2013-12-03 10:36:00;3;0,1;6,1;0,6
2013-12-05 11:08:00;2013-12-05 11:11:00;3;0;2,1;0,2;NA;NA;0;0;0;0;2013-12-05 11:08:00;2013-12-05 11:11:00;3;0,1;6,4;0,6;NA;NA;0;0;0;0
2013-12-05 16:10:00;2013-12-05 16:13:00;3;0;2;0,2;2013-12-05 16:10:00;2013-12-05 16:13:00;3;0,1;5,9;0,6;NA;NA;0;0;0;0;NA;NA;0;0;0;0
2013-12-05 20:13:00;2013-12-05 20:16:00;3;0;2;0,2;NA;NA;0;0;0;0;NA;NA;0;0;0;0;2013-12-05 20:13:00;2013-12-05 20:16:00;3;0,1;6,1;0,6
2013-12-05 21:53:00;2013-12-06 00:45:00;172;2,8;12,1;7,9;2013-12-05 21:58:00;2013-12-06 00:42:00;164;3,5;12,5;11,1;2013-12-05 21:53:00;2013-12-06 00:06:00;133;2,4;12,2;9,2;2013-12-05 22:02:00;2013-12-06 00:45:00;163;2,4;12,3;7,9
2013-12-06 02:26:00;2013-12-06 02:29:00;3;0;2,1;0,2;NA;NA;0;0;0;0;2013-12-06 02:26:00;2013-12-06 02:29:00;3;0,1;6,4;0,6;NA;NA;0;0;0;0
2013-12-06 09:46:00;2013-12-06 09:56:00;10;0,1;2;0,6;2013-12-06 09:46:00;2013-12-06 09:56:00;10;0,3;5,9;1,8;NA;NA;0;0;0;0;NA;NA;0;0;0;0
2013-12-06 10:59:00;2013-12-06 11:02:00;3;0;2;0,2;2013-12-06 10:59:00;2013-12-06 11:02:00;3;0,1;5,9;0,6;NA;NA;0;0;0;0;NA;NA;0;0;0;0
2013-12-06 21:50:00;2013-12-06 21:53:00;3;0;2;0,2;NA;NA;0;0;0;0;NA;NA;0;0;0;0;2013-12-06 21:50:00;2013-12-06 21:53:00;3;0,1;6,1;0,6
2013-12-06 22:57:00;2013-12-06 23:00:00;3;0;2,1;0,2;NA;NA;0;0;0;0;2013-12-06 22:57:00;2013-12-06 23:00:00;3;0,1;6,4;0,6;NA;NA;0;0;0;0
2013-12-07 10:42:00;2013-12-07 13:32:00;170;0,7;2,1;0,6;2013-12-07 10:42:00;2013-12-07 13:32:00;170;2,1;6;1,8;2013-12-07 11:24:00;2013-12-07 11:27:00;3;0,1;6,4;0,6;NA;NA;0;0;0;0
2013-12-07 17:42:00;2013-12-07 17:56:00;14;0,1;2,1;0,2;2013-12-07 17:53:00;2013-12-07 17:56:00;3;0,1;5,9;0,6;2013-12-07 17:42:00;2013-12-07 17:45:00;3;0,1;6,4;0,6;NA;NA;0;0;0;0
2013-12-08 06:19:00;2013-12-08 08:25:00;126;0,3;4;0,6;2013-12-08 07:38:00;2013-12-08 08:25:00;47;0,3;5,9;0,6;2013-12-08 06:35:00;2013-12-08 08:16:00;101;0,4;6,4;1,3;2013-12-08 06:19:00;2013-12-08 07:58:00;99;0,3;6,1;0,6
2013-12-08 10:12:00;2013-12-08 10:23:00;11;0,1;2,1;0,6;2013-12-08 10:20:00;2013-12-08 10:23:00;3;0,1;5,9;0,6;2013-12-08 10:12:00;2013-12-08 10:15:00;3;0,1;6,4;0,6;2013-12-08 10:13:00;2013-12-08 10:16:00;3;0,1;6,1;0,6
2013-12-09 02:53:00;2013-12-09 03:48:00;55;0,4;2,1;1;2013-12-09 02:59:00;2013-12-09 03:48:00;49;0,4;5,9;1,2;2013-12-09 02:58:00;2013-12-09 03:32:00;34;0,4;6,4;1,3;2013-12-09 02:53:00;2013-12-09 03:34:00;41;0,5;6,1;1,2
2013-12-09 05:11:00;2013-12-09 11:52:00;401;1,7;4,2;1,4;2013-12-09 05:12:00;2013-12-09 11:52:00;400;1,8;5,9;1,2;2013-12-09 05:17:00;2013-12-09 11:12:00;355;1,8;6,4;1,9;2013-12-09 05:11:00;2013-12-09 11:00:00;349;1,5;6,1;1,2
2013-12-12 22:04:00;2013-12-12 22:07:00;3;0;2,1;0,2;NA;NA;0;0;0;0;2013-12-12 22:04:00;2013-12-12 22:07:00;3;0,1;6,4;0,6;NA;NA;0;0;0;0
2013-12-12 23:25:00;2013-12-12 23:28:00;3;0;2;0,2;NA;NA;0;0;0;0;NA;NA;0;0;0;0;2013-12-12 23:25:00;2013-12-12 23:28:00;3;0,1;6,1;0,6
2013-12-13 01:52:00;2013-12-13 01:55:00;3;0;2;0,2;2013-12-13 01:52:00;2013-12-13 01:55:00;3;0,1;5,9;0,6;NA;NA;0;0;0;0;NA;NA;0;0;0;0
2013-12-13 04:14:00;2013-12-13 05:03:00;49;0,1;2,1;0,2;NA;NA;0;0;0;0;2013-12-13 05:00:00;2013-12-13 05:03:00;3;0,1;6,4;0,6;2013-12-13 04:14:00;2013-12-13 04:17:00;3;0,1;6,1;0,6
2013-12-13 08:07:00;2013-12-13 08:10:00;3;0;2;0,2;2013-12-13 08:07:00;2013-12-13 08:10:00;3;0,1;5,9;0,6;NA;NA;0;0;0;0;NA;NA;0;0;0;0
2013-12-14 10:15:00;2013-12-14 10:18:00;3;0;2;0,2;NA;NA;0;0;0;0;NA;NA;0;0;0;0;2013-12-14 10:15:00;2013-12-14 10:18:00;3;0,1;6,1;0,6
2013-12-15 00:00:00;2013-12-15 01:45:00;105;0,2;4;0,6;2013-12-15 00:32:00;2013-12-15 01:26:00;54;0,2;5,9;0,6;2013-12-15 00:00:00;2013-12-15 01:45:00;105;0,3;6,4;0,6;2013-12-15 01:23:00;2013-12-15 01:26:00;3;0,1;6,1;0,6
2013-12-17 10:35:00;2013-12-17 10:56:00;21;0,2;4;0,6;2013-12-17 10:53:00;2013-12-17 10:56:00;3;0,1;5,9;0,6;2013-12-17 10:41:00;2013-12-17 10:44:00;3;0,1;6,4;0,6;2013-12-17 10:35:00;2013-12-17 10:56:00;21;0,3;6,1;1,2
2013-12-20 15:14:00;2013-12-20 17:42:00;148;0,3;4,4;0,6;2013-12-20 15:14:00;2013-12-20 17:42:00;148;0,4;12,7;1,3;2013-12-20 15:23:00;2013-12-20 16:25:00;62;0,2;6,4;0,6;2013-12-20 15:21:00;2013-12-20 16:45:00;84;0,3;13,2;1,3
2013-12-21 09:55:00;2013-12-21 10:05:00;10;0,1;2;0,4;2013-12-21 10:02:00;2013-12-21 10:05:00;3;0,1;5,9;0,6;NA;NA;0;0;0;0;2013-12-21 09:55:00;2013-12-21 09:58:00;3;0,1;6,1;0,6
2013-12-22 17:17:00;2013-12-22 17:20:00;3;0;2;0,2;NA;NA;0;0;0;0;NA;NA;0;0;0;0;2013-12-22 17:17:00;2013-12-22 17:20:00;3;0,1;6,1;0,6
2013-12-22 19:57:00;2013-12-22 20:00:00;3;0;2,1;0,2;NA;NA;0;0;0;0;2013-12-22 19:57:00;2013-12-22 20:00:00;3;0,1;6,4;0,6;NA;NA;0;0;0;0
2013-12-23 00:53:00;2013-12-23 00:56:00;3;0;2;0,2;2013-12-23 00:53:00;2013-12-23 00:56:00;3;0,1;5,9;0,6;NA;NA;0;0;0;0;NA;NA;0;0;0;0
2013-12-25 00:16:00;2013-12-25 00:19:00;3;0;2;0,2;NA;NA;0;0;0;0;NA;NA;0;0;0;0;2013-12-25 00:16:00;2013-12-25 00:19:00;3;0,1;6,1;0,6
2013-12-25 04:35:00;2013-12-25 05:13:00;38;0,1;2,1;0,2;2013-12-25 05:10:00;2013-12-25 05:13:00;3;0,1;5,9;0,6;2013-12-25 04:35:00;2013-12-25 04:38:00;3;0,1;6,4;0,6;NA;NA;0;0;0;0
2013-12-25 08:21:00;2013-12-25 08:24:00;3;0;2;0,2;NA;NA;0;0;0;0;NA;NA;0;0;0;0;2013-12-25 08:21:00;2013-12-25 08:24:00;3;0,1;6,1;0,6
2013-12-27 00:07:00;2013-12-27 00:40:00;33;0,1;2,1;0,4;2013-12-27 00:14:00;2013-12-27 00:17:00;3;0,1;5,9;0,6;2013-12-27 00:07:00;2013-12-27 00:10:00;3;0,1;6,4;0,6;2013-12-27 00:37:00;2013-12-27 00:40:00;3;0,1;6,1;0,6
2013-12-28 08:56:00;2013-12-28 09:11:00;15;0,1;2;0,2;2013-12-28 09:08:00;2013-12-28 09:11:00;3;0,1;5,9;0,6;NA;NA;0;0;0;0;2013-12-28 08:56:00;2013-12-28 08:59:00;3;0,1;6,1;0,6
